x,y,Ez
-14.08+0j,2+0j,-0.411482465875898-0.838965409234399j
-14.06+0j,2+0j,-0.400198322891117-0.867882825672131j
-14.04+0j,2+0j,-0.401510181514973-0.898915402534462j
-14.02+0j,2+0j,-0.415211157096753-0.926812011664244j
-14+0j,2+0j,-0.438996857475384-0.946846395163797j
-13.98+0j,2+0j,-0.468853192490544-0.955617749909294j
-13.96+0j,2+0j,-0.499733957793261-0.951627775460915j
-13.94+0j,2+0j,-0.52641378709496-0.935536310209282j
-13.92+0j,2+0j,-0.544372287832693-0.910051989218077j
-13.9+0j,2+0j,-0.550559771647438-0.879476082460611j
-13.88+0j,2+0j,-0.543914895579428-0.848976374731499j
-13.86+0j,2+0j,-0.525546393398771-0.823713693544099j
-13.84+0j,2+0j,-0.498547832369418-0.807968729502468j
-13.82+0j,2+0j,-0.467476388075543-0.804416873634647j
-13.8+0j,2+0j,-0.437583494499118-0.813673885959307j
-13.78+0j,2+0j,-0.41392727543908-0.834189504363875j
-13.76+0j,2+0j,-0.400516773267614-0.862507318144661j
-13.74+0j,2+0j,-0.399632744453565-0.893847299119609j
-13.72+0j,2+0j,-0.411440056845313-0.922912776725543j
-13.7+0j,2+0j,-0.433957511745986-0.944785601877673j
-13.68+0j,2+0j,-0.46339053166361-0.955758212581989j
-13.66+0j,2+0j,-0.494770803881825-0.953961850946342j
-13.64+0j,2+0j,-0.522795022825677-0.939684523632266j
-13.62+0j,2+0j,-0.542721119826505-0.915324657366906j
-13.6+0j,2+0j,-0.5511705268556-0.884987939664554j
-13.58+0j,2+0j,-0.546700772282321-0.853795156708677j
-13.56+0j,2+0j,-0.530051408003583-0.827017748535784j
-13.54+0j,2+0j,-0.504021394060487-0.809187021716544j
-13.52+0j,2+0j,-0.472998314528274-0.803327539038642j
-13.5+0j,2+0j,-0.442218652986824-0.810444352462577j
-13.48+0j,2+0j,-0.416883869681951-0.829350965086126j
-13.46+0j,2+0j,-0.401281495631828-0.856867412520764j
-13.44+0j,2+0j,-0.398059741352371-0.888355347287009j
-13.42+0j,2+0j,-0.407778312558363-0.918500047869829j
-13.4+0j,2+0j,-0.428811573239363-0.942207483413017j
-13.38+0j,2+0j,-0.45762074626724-0.955465015707691j
-13.36+0j,2+0j,-0.48934952516671-0.95602033011457j
-13.34+0j,2+0j,-0.518642810440327-0.943763759727825j
-13.32+0j,2+0j,-0.540550516254683-0.920749157074695j
-13.3+0j,2+0j,-0.551363908088913-0.890849447362475j
-13.28+0j,2+0j,-0.549243191656461-0.859104678096566j
-13.26+0j,2+0j,-0.534530195388006-0.830872348204746j
-13.24+0j,2+0j,-0.509693060572513-0.810923275096427j
-13.22+0j,2+0j,-0.478911928517001-0.802635576120094j
-13.2+0j,2+0j,-0.447375220951637-0.807422911572585j
-13.18+0j,2+0j,-0.420405017728151-0.824493714490241j
-13.16+0j,2+0j,-0.402558982011294-0.850982354945556j
-13.14+0j,2+0j,-0.396860368552514-0.882430454885594j
-13.12+0j,2+0j,-0.404286168275027-0.913537464502479j
-13.1+0j,2+0j,-0.423599999010636-0.93905410825226j
-13.08+0j,2+0j,-0.451558262069439-0.95466809475071j
-13.06+0j,2+0j,-0.483455137239429-0.957732659887124j
-13.04+0j,2+0j,-0.51391480008367-0.947714896219857j
-13.02+0j,2+0j,-0.537797465590137-0.926287981360843j
-13+0j,2+0j,-0.551066548915979-0.89705141398627j
-12.98+0j,2+0j,-0.551470660071759-0.864926088909939j
-12.96+0j,2+0j,-0.53892524918693-0.835325916816096j
-12.94+0j,2+0j,-0.515529265510214-0.813245461229678j
-12.92+0j,2+0j,-0.48521367741738-0.802417345340222j
-12.9+0j,2+0j,-0.453080764062824-0.80468155054752j
-12.88+0j,2+0j,-0.424545269589135-0.819673129852774j
-12.86+0j,2+0j,-0.404422005282203-0.84488127670172j
-12.84+0j,2+0j,-0.396113635246202-0.876070142694445j
-12.82+0j,2+0j,-0.401035628158311-0.907990821170409j
-12.8+0j,2+0j,-0.418375506950322-0.935264785152063j
-12.78+0j,2+0j,-0.445227279270021-0.953290074256668j
-12.76+0j,2+0j,-0.477078750791568-0.959017565073545j
-12.74+0j,2+0j,-0.508569950904507-0.951466417440123j
-12.72+0j,2+0j,-0.53439515766702-0.931891617066855j
-12.7+0j,2+0j,-0.550196710917974-0.903575065147781j
-12.68+0j,2+0j,-0.553300056323925-0.871275049268936j
-12.66+0j,2+0j,-0.543166074994294-0.840426495156854j
-12.64+0j,2+0j,-0.521484258613894-0.81622644726185j
-12.62+0j,2+0j,-0.49189070335396-0.80275866675968j
-12.6+0j,2+0j,-0.45935805356962-0.802304779738381j
-12.58+0j,2+0j,-0.429359796933883-0.814958125674549j
-12.56+0j,2+0j,-0.40694938627109-0.838605596540585j
-12.54+0j,2+0j,-0.395909119465348-0.869280868281229j
-12.52+0j,2+0j,-0.398112098514776-0.901829918491819j
-12.5+0j,2+0j,-0.413204848809103-0.930777116663099j
-12.48+0j,2+0j,-0.438664308580999-0.951246325968816j
-12.46+0j,2+0j,-0.470219949153584-0.959782076155029j
-12.44+0j,2+0j,-0.502570344611962-0.954932549891458j
-12.42+0j,2+0j,-0.530273912790418-0.937496080386832j
-12.4+0j,2+0j,-0.548664149071021-0.910389379969341j
-12.38+0j,2+0j,-0.554635428992444-0.878159311113661j
-12.36+0j,2+0j,-0.54716709551835-0.846219982069599j
-12.34+0j,2+0j,-0.527497449540213-0.819943210862327j
-12.32+0j,2+0j,-0.4989180595578-0.803755165778855j
-12.3+0j,2+0j,-0.466222621730112-0.800391079678482j
-12.28+0j,2+0j,-0.434902708777193-0.810433486150291j
-12.26+0j,2+0j,-0.41022537340493-0.832211867698231j
-12.24+0j,2+0j,-0.396347543707017-0.862080920455809j
-12.22+0j,2+0j,-0.395616093082928-0.895031017967069j
-12.2+0j,2+0j,-0.408171386624632-0.925528588857591j
-12.18+0j,2+0j,-0.43192120671977-0.948445402970452j
-12.16+0j,2+0j,-0.462889782762323-0.959920704707701j
-12.14+0j,2+0j,-0.495883632839066-0.958011285380136j
-12.12+0j,2+0j,-0.525362655073373-0.943020091151442j
-12.1+0j,2+0j,-0.54637033727769-0.917447870912873j
-12.08+0j,2+0j,-0.555366903619133-0.88557563624645j
-12.06+0j,2+0j,-0.550825389232544-0.852747713918622j
-12.04+0j,2+0j,-0.533490328646071-0.824475506468913j
-12.02+0j,2+0j,-0.50625531091207-0.805512279460145j
-12+0j,2+0j,-0.473679606704291-0.79905428158644j
-11.98+0j,2+0j,-0.441224678904538-0.806202423309308j
-11.96+0j,2+0j,-0.414338473115555-0.825775113575153j
-11.94+0j,2+0j,-0.397541037144019-0.854503990900633j
-11.92+0j,2+0j,-0.39366492070714-0.887580053984892j
-11.9+0j,2+0j,-0.403377959251221-0.919458873021227j
-11.88+0j,2+0j,-0.425068770136571-0.944790019157128j
-11.86+0j,2+0j,-0.455114504025165-0.95931490053127j
-11.84+0j,2+0j,-0.488486287797937-0.960582366727495j
-11.82+0j,2+0j,-0.519591118479309-0.94836188715226j
-11.8+0j,2+0j,-0.543209230375033-0.924684731936217j
-11.78+0j,2+0j,-0.55536983372744-0.893505909135194j
-11.76+0j,2+0j,-0.554018330181399-0.860043195627355j
-11.74+0j,2+0j,-0.539362952385488-0.82990378154555j
-11.72+0j,2+0j,-0.513842425582357-0.808144740688716j
-11.7+0j,2+0j,-0.481719726012658-0.798424748512466j
-11.68+0j,2+0j,-0.44836968112672-0.802389302140243j
-11.66+0j,2+0j,-0.419379516972787-0.819392679930419j
-11.64+0j,2+0j,-0.399612896004006-0.846603535669539j
-11.62+0j,2+0j,-0.392394225236828-0.879476784504285j
-11.6+0j,2+0j,-0.398949991051029-0.912513061382896j
-11.58+0j,2+0j,-0.418200932195739-0.940178800692583j
-11.56+0j,2+0j,-0.446940176590547-0.957832983683067j
-11.54+0j,2+0j,-0.480367859548419-0.962505362083988j
-11.52+0j,2+0j,-0.512893026373552-0.95339571376852j
-11.5+0j,2+0j,-0.539068801650888-0.932010290354494j
-11.48+0j,2+0j,-0.554504392613808-0.901912287348829j
-11.46+0j,2+0j,-0.556601249120086-0.868127756862755j
-11.44+0j,2+0j,-0.544990013798875-0.83630608282615j
-11.42+0j,2+0j,-0.521594871541777-0.811775289146278j
-11.4+0j,2+0j,-0.490314196441312-0.798650157693876j
-11.38+0j,2+0j,-0.456370581581727-0.799142420266084j
-11.36+0j,2+0j,-0.425438685884496-0.81318860017591j
-11.34+0j,2+0j,-0.402696579629902-0.838458036612032j
-11.32+0j,2+0j,-0.391959177135694-0.870740089458073j
-11.3+0j,2+0j,-0.395038740165749-0.904646113263923j
-11.28+0j,2+0j,-0.411439579930892-0.934509109058476j
-11.26+0j,2+0j,-0.438438295385841-0.9553308246677j
-11.24+0j,2+0j,-0.471536477851847-0.963618027809901j
-11.22+0j,2+0j,-0.505210547779664-0.957968079294536j
-11.2+0j,2+0j,-0.533833675628225-0.939305724083661j
-11.18+0j,2+0j,-0.552615889041716-0.910731224382615j
-11.16+0j,2+0j,-0.558405313540041-0.877004864411599j
-11.14+0j,2+0j,-0.550216573742757-0.843753621356451j
-11.12+0j,2+0j,-0.529397854589609-0.816532269116434j
-11.1+0j,2+0j,-0.499408403549951-0.799895592196234j
-11.08+0j,2+0j,-0.465243286035893-0.796636649138698j
-11.06+0j,2+0j,-0.432601131055849-0.807318415693895j
-11.04+0j,2+0j,-0.406933582095674-0.830177254296385j
-11.02+0j,2+0j,-0.392535017398077-0.86141464818833j
-11+0j,2+0j,-0.391824500239346-0.895828848942637j
-10.98+0j,2+0j,-0.404939952961997-0.927681326188422j
-10.96+0j,2+0j,-0.429712540490551-0.951653652806977j
-10.94+0j,2+0j,-0.462025867399318-0.963735265241419j
-10.92+0j,2+0j,-0.496500405077762-0.961893952523195j
-10.9+0j,2+0j,-0.527389277772316-0.946417057630866j
-10.88+0j,2+0j,-0.549536206323658-0.919866206748773j
-10.86+0j,2+0j,-0.55923593597594-0.886652781320064j
-10.84+0j,2+0j,-0.554853616850954-0.852304581933219j
-10.82+0j,2+0j,-0.537099683488176-0.822545660420544j
-10.8+0j,2+0j,-0.508914123788899-0.802342523548934j
-10.78+0j,2+0j,-0.474979088807404-0.795075625423443j
-10.76+0j,2+0j,-0.440940735402404-0.801974303085914j
-10.74+0j,2+0j,-0.412469692867578-0.821909518569525j
-10.72+0j,2+0j,-0.394316517574119-0.851579235851618j
-10.7+0j,2+0j,-0.389519444804428-0.886055892017626j
-10.68+0j,2+0j,-0.39889649608776-0.919605102143772j
-10.66+0j,2+0j,-0.42090674712023-0.946639512728824j
-10.64+0j,2+0j,-0.451904163645219-0.962649124274874j
-10.62+0j,2+0j,-0.4867420849404-0.964953209988545j
-10.6+0j,2+0j,-0.519628047970732-0.953148541602954j
-10.58+0j,2+0j,-0.545086918611693-0.929179082169191j
-10.56+0j,2+0j,-0.558872178782035-0.897015233638149j
-10.54+0j,2+0j,-0.558673733001471-0.861995670380656j
-10.52+0j,2+0j,-0.544504338728492-0.829940947023551j
-10.5+0j,2+0j,-0.518700130023467-0.806186097414731j
-10.48+0j,2+0j,-0.485534827292672-0.794693010952656j
-10.46+0j,2+0j,-0.450511450196288-0.797390217892555j
-10.44+0j,2+0j,-0.419449000262472-0.813850013520836j
-10.42+0j,2+0j,-0.397515733771057-0.841356859612105j
-10.4+0j,2+0j,-0.38836962148187-0.875356018394376j
-10.38+0j,2+0j,-0.393548889574995-0.910208193248811j
-10.36+0j,2+0j,-0.41221408729265-0.940125068128347j
-10.34+0j,2+0j,-0.441284807712817-0.960130509846313j
-10.32+0j,2+0j,-0.475948678304443-0.966887834317428j
-10.3+0j,2+0j,-0.510458412572577-0.959255672532155j
-10.28+0j,2+0j,-0.539084838487801-0.938479938416402j
-10.26+0j,2+0j,-0.557067844873974-0.907989742135794j
-10.24+0j,2+0j,-0.561407431235972-0.872830799285984j
-10.22+0j,2+0j,-0.551363477268306-0.838830057354308j
-10.2+0j,2+0j,-0.528581088455507-0.811629911339641j
-10.18+0j,2+0j,-0.496820428261681-0.795752099198321j
-10.16+0j,2+0j,-0.461335527730759-0.793846545968444j
-10.14+0j,2+0j,-0.428004796156723-0.806249854872111j
-10.12+0j,2+0j,-0.402357185028792-0.830926885507182j
-10.1+0j,2+0j,-0.38865534264238-0.863805404516205j
-10.08+0j,2+0j,-0.389187750671675-0.899448656359079j
-10.06+0j,2+0j,-0.403887298168573-0.931954674472049j
-10.04+0j,2+0j,-0.430339738147224-0.955933521171646j
-10.02+0j,2+0j,-0.464180928961437-0.967400646652995j
-10+0j,2+0j,-0.499817374121186-0.964438352292374j
-9.98+0j,2+0j,-0.53135100228329-0.947515653476659j
-9.96+0j,2+0j,-0.553555245972107-0.919413325553993j
-9.94+0j,2+0j,-0.562740896520322-0.884766236847254j
-9.92+0j,2+0j,-0.557368359741589-0.849298416349102j
-9.9+0j,2+0j,-0.538304815087003-0.818877188675455j
-9.88+0j,2+0j,-0.508683467235657-0.798542713898771j
-9.86+0j,2+0j,-0.473387869418154-0.791673427443607j
-9.84+0j,2+0j,-0.438246313291697-0.799425492436646j
-9.82+0j,2+0j,-0.409069265892803-0.820539149475552j
-9.8+0j,2+0j,-0.39068885447275-0.851544249250029j
-9.78+0j,2+0j,-0.386159149970061-0.887331295276443j
-9.76+0j,2+0j,-0.396249516098722-0.921993906192757j
-9.74+0j,2+0j,-0.4193149447431-0.949803713035604j
-9.72+0j,2+0j,-0.451565072334934-0.96615675541467j
-9.7+0j,2+0j,-0.487687741180249-0.96833506069957j
-9.68+0j,2+0j,-0.521724404240584-0.955957523395165j
-9.66+0j,2+0j,-0.548053041617453-0.93104542723074j
-9.64+0j,2+0j,-0.562316435927269-0.897691517631315j
-9.62+0j,2+0j,-0.562142586071717-0.861386948653825j
-9.6+0j,2+0j,-0.547538254180575-0.828116902865975j
-9.58+0j,2+0j,-0.520890497461333-0.803373897709763j
-9.56+0j,2+0j,-0.48657565487845-0.791251442736364j
-9.54+0j,2+0j,-0.450239983788481-0.79376754515205j
-9.52+0j,2+0j,-0.417870303075051-0.810529744487773j
-9.5+0j,2+0j,-0.394807668608631-0.838797121944775j
-9.48+0j,2+0j,-0.384866569039451-0.873929341830871j
-9.46+0j,2+0j,-0.389704824096675-0.910149014187358j
-9.44+0j,2+0j,-0.408548142592384-0.941492023636654j
-9.42+0j,2+0j,-0.438314941143714-0.962789455732187j
-9.4+0j,2+0j,-0.474121145024875-0.970519476385995j
-9.38+0j,2+0j,-0.510082134369588-0.963388851966543j
-9.36+0j,2+0j,-0.540280058473765-0.942548227477638j
-9.34+0j,2+0j,-0.559737471771248-0.91140549762858j
-9.32+0j,2+0j,-0.565237133830018-0.875067704330226j
-9.3+0j,2+0j,-0.555853045601608-0.839503002498775j
-9.28+0j,2+0j,-0.533105216483609-0.8105603052214j
-9.26+0j,2+0j,-0.500712475015619-0.793007675344519j
-9.24+0j,2+0j,-0.463983689113411-0.789747518175656j
-9.22+0j,2+0j,-0.428947194978942-0.801337644743464j
-9.2+0j,2+0j,-0.401361282840723-0.825897079727874j
-9.18+0j,2+0j,-0.385768181953894-0.859412328413632j
-9.16+0j,2+0j,-0.3847469100816-0.896394065435841j
-9.14+0j,2+0j,-0.398487767314623-0.9307766599846j
-9.12+0j,2+0j,-0.424758510770528-0.956913053142578j
-9.1+0j,2+0j,-0.459268002268312-0.970501799532851j
-9.08+0j,2+0j,-0.496367916731551-0.969294151973699j
-9.06+0j,2+0j,-0.529977630201251-0.95346508682984j
-9.04+0j,2+0j,-0.554580768235796-0.925587230129919j
-9.02+0j,2+0j,-0.566130092927592-0.890211720875669j
-9+0j,2+0j,-0.562712371473707-0.853124470542722j
-8.98+0j,2+0j,-0.544864145629597-0.820399489767755j
-8.96+0j,2+0j,-0.515486471591783-0.797404238448166j
-8.94+0j,2+0j,-0.47937236077824-0.787919865046383j
-8.92+0j,2+0j,-0.442424070448756-0.793520443480573j
-8.9+0j,2+0j,-0.410688187426473-0.813312966646477j
-8.88+0j,2+0j,-0.389366307202085-0.844080849561224j
-8.86+0j,2+0j,-0.381963152553705-0.880807690232761j
-8.84+0j,2+0j,-0.389711544270535-0.91749583126795j
-8.82+0j,2+0j,-0.411368405454396-0.94814603226918j
-8.8+0j,2+0j,-0.443415350269481-0.967738185313656j
-8.78+0j,2+0j,-0.480631291813467-0.973052790019615j
-8.76+0j,2+0j,-0.516943707571829-0.963198880052387j
-8.74+0j,2+0j,-0.546419655726405-0.939762009424395j
-8.72+0j,2+0j,-0.564234776331325-0.906547932940632j
-8.7+0j,2+0j,-0.567462064592932-0.868963619049123j
-8.68+0j,2+0j,-0.555551581891362-0.833136439590978j
-8.66+0j,2+0j,-0.530422671926854-0.804915129232333j
-8.64+0j,2+0j,-0.49615344508634-0.788915428143854j
-8.62+0j,2+0j,-0.458317972201655-0.787766070649156j
-8.6+0j,2+0j,-0.423079078925978-0.801678150925825j
-8.58+0j,2+0j,-0.396184491402527-0.828408212316146j
-8.56+0j,2+0j,-0.38202986283457-0.863621262311365j
-8.54+0j,2+0j,-0.382941346735764-0.90159476562103j
-8.52+0j,2+0j,-0.398794655285762-0.936149124800303j
-8.5+0j,2+0j,-0.427032777305273-0.961653262242503j
-8.48+0j,2+0j,-0.463079652094756-0.973941667765157j
-8.46+0j,2+0j,-0.501082665008472-0.970993656096212j
-8.44+0j,2+0j,-0.534863330220779-0.953264237764167j
-8.42+0j,2+0j,-0.558921652507089-0.923612647196105j
-8.4+0j,2+0j,-0.56933091208467-0.886839975894127j
-8.38+0j,2+0j,-0.564377405216122-0.848910891210019j
-8.36+0j,2+0j,-0.544841095426981-0.815985759399731j
-8.34+0j,2+0j,-0.513871445559725-0.793420301291952j
-8.32+0j,2+0j,-0.47647843079735-0.784895196629037j
-8.3+0j,2+0j,-0.438721202253014-0.791816973314318j
-8.28+0j,2+0j,-0.406725942624346-0.813087505301752j
-8.26+0j,2+0j,-0.385692174949574-0.845279650856837j
-8.24+0j,2+0j,-0.379048668198261-0.883190698178751j
-8.22+0j,2+0j,-0.38789583839866-0.920684031116899j
-8.2+0j,2+0j,-0.410825116195751-0.951682710412499j
-8.18+0j,2+0j,-0.444144677505584-0.971154047342735j
-8.16+0j,2+0j,-0.482475115632593-0.97592570163459j
-8.14+0j,2+0j,-0.519618732387275-0.965201112440969j
-8.12+0j,2+0j,-0.549561835861786-0.94069073804113j
-8.1+0j,2+0j,-0.567447911188799-0.906337747041283j
-8.08+0j,2+0j,-0.57036424461153-0.86768240490461j
-8.06+0j,2+0j,-0.557814750533807-0.830967822876635j
-8.04+0j,2+0j,-0.531802480870956-0.802131541286128j
-8.02+0j,2+0j,-0.49650837274238-0.785845861029263j
-8+0j,2+0j,-0.457618014628068-0.78476195301926j
-7.98+0j,2+0j,-0.421405046807311-0.799079858111874j
-7.96+0j,2+0j,-0.393719089265002-0.82651387276856j
-7.94+0j,2+0j,-0.379041483509142-0.862659005723151j
-7.92+0j,2+0j,-0.379761178981174-0.901699491933584j
-7.9+0j,2+0j,-0.395787577890541-0.937345197610097j
-7.88+0j,2+0j,-0.424562820496116-0.963845028298994j
-7.86+0j,2+0j,-0.461471618157734-0.976914063933285j
-7.84+0j,2+0j,-0.500582703692592-0.974425065700873j
-7.82+0j,2+0j,-0.535602580688231-0.956752964887359j
-7.8+0j,2+0j,-0.560888101054352-0.926716820324113j
-7.78+0j,2+0j,-0.572354962201387-0.889128510379445j
-7.76+0j,2+0j,-0.568135987535279-0.850020678284363j
-7.74+0j,2+0j,-0.548883314884352-0.815678005623497j
-7.72+0j,2+0j,-0.517665872776581-0.791627471468142j
-7.7+0j,2+0j,-0.479478557412063-0.781749808178451j
-7.68+0j,2+0j,-0.44044187996001-0.787654861307223j
-7.66+0j,2+0j,-0.40682052475513-0.808421158036321j
-7.64+0j,2+0j,-0.38401828466251-0.840741515380213j
-7.62+0j,2+0j,-0.375710584885236-0.879451374183998j
-7.6+0j,2+0j,-0.383253696948062-0.918355182599636j
-7.58+0j,2+0j,-0.405465352818913-0.951218406378443j
-7.56+0j,2+0j,-0.438811933309613-0.972766249351965j
-7.54+0j,2+0j,-0.477972278644266-0.979529146088422j
-7.52+0j,2+0j,-0.516687886713766-0.970399674520404j
-7.5+0j,2+0j,-0.548763468858267-0.946811764703685j
-7.48+0j,2+0j,-0.569057833735083-0.912513529386848j
-7.46+0j,2+0j,-0.574306678853937-0.872970028607034j
-7.44+0j,2+0j,-0.563645798334686-0.83449141022804j
-7.42+0j,2+0j,-0.538751130168697-0.803225700351809j
-7.4+0j,2+0j,-0.503573287504854-0.784177070354437j
-7.38+0j,2+0j,-0.463708955289944-0.780406268532193j
-7.36+0j,2+0j,-0.42550945069361-0.792540767871898j
-7.34+0j,2+0j,-0.395068613775315-0.818672727906572j
-7.32+0j,2+0j,-0.377251359927348-0.854661010177688j
-7.3+0j,2+0j,-0.374917664438603-0.894789098799997j
-7.28+0j,2+0j,-0.388465542976549-0.932674120433855j
-7.26+0j,2+0j,-0.415765743567952-0.962282242038431j
-7.24+0j,2+0j,-0.452498496650877-0.978888878896937j
-7.22+0j,2+0j,-0.492838718513368-0.979831015830682j
-7.2+0j,2+0j,-0.530380701042405-0.964932082716779j
-7.18+0j,2+0j,-0.559155333245631-0.936531928107666j
-7.16+0j,2+0j,-0.574578295616373-0.899117195928894j
-7.14+0j,2+0j,-0.574178729763177-0.858610847848985j
-7.12+0j,2+0j,-0.557992816832851-0.821433618775449j
-7.1+0j,2+0j,-0.52855991969109-0.793486286770636j
-7.08+0j,2+0j,-0.490521987268182-0.779214087774788j
-7.06+0j,2+0j,-0.449889777663117-0.780901475979493j
-7.04+0j,2+0j,-0.413092173040835-0.798308845113214j
-7.02+0j,2+0j,-0.385959105116594-0.828708616513802j
-7+0j,2+0j,-0.372798997845559-0.867314875390845j
-6.98+0j,2+0j,-0.375716562692588-0.908038512743755j
-6.96+0j,2+0j,-0.394278679384844-0.944448441780656j
-6.94+0j,2+0j,-0.425581023248979-0.970787004315806j
-6.92+0j,2+0j,-0.464704787210308-0.982879254834461j
-6.9+0j,2+0j,-0.505491300859462-0.978792693202575j
-6.88+0j,2+0j,-0.541512276509517-0.959143500104653j
-6.86+0j,2+0j,-0.567082685908788-0.927001143494324j
-6.84+0j,2+0j,-0.578156695684928-0.88740654221127j
-6.82+0j,2+0j,-0.572965652663546-0.846579806871565j
-6.8+0j,2+0j,-0.55229783940643-0.81094235680964j
-6.78+0j,2+0j,-0.519376162599052-0.786107285318649j
-6.76+0j,2+0j,-0.479353184619876-0.775996682692397j
-6.74+0j,2+0j,-0.438503007665997-0.782224518119269j
-6.72+0j,2+0j,-0.403237037169427-0.803841838687966j
-6.7+0j,2+0j,-0.379098154721818-0.837484081931712j
-6.68+0j,2+0j,-0.369891049009006-0.877897187269646j
-6.66+0j,2+0j,-0.3770849355225-0.918759840867514j
-6.64+0j,2+0j,-0.399582069684793-0.95367289021947j
-6.62+0j,2+0j,-0.43388807940112-0.977160940516119j
-6.6+0j,2+0j,-0.474657226777326-0.9855294211913j
-6.58+0j,2+0j,-0.515527109927612-0.977443200593938j
-6.56+0j,2+0j,-0.550112185399611-0.954136508349714j
-6.54+0j,2+0j,-0.573000848620154-0.91922162331863j
-6.52+0j,2+0j,-0.580600451792861-0.878126456366389j
-6.5+0j,2+0j,-0.571698561508042-0.837249009150689j
-6.48+0j,2+0j,-0.547653170032723-0.802960712601454j
-6.46+0j,2+0j,-0.512182500729699-0.78061401578801j
-6.44+0j,2+0j,-0.470787431840726-0.773708721193137j
-6.42+0j,2+0j,-0.429896681677855-0.783346645728751j
-6.4+0j,2+0j,-0.395867880746782-0.808059168016185j
-6.38+0j,2+0j,-0.373999858585555-0.844034154190169j
-6.36+0j,2+0j,-0.367709502625483-0.885706693660847j
-6.34+0j,2+0j,-0.378000776004184-0.926621669092626j
-6.32+0j,2+0j,-0.403307976040609-0.960434167040153j
-6.3+0j,2+0j,-0.439737186540388-0.981892580970366j
-6.28+0j,2+0j,-0.481668168097083-0.987652184361455j
-6.26+0j,2+0j,-0.522623206232703-0.976793434786321j
-6.24+0j,2+0j,-0.55626830193432-0.950965142892788j
-6.22+0j,2+0j,-0.577391859412487-0.914130751896679j
-6.2+0j,2+0j,-0.582709763825194-0.871957307465369j
-6.18+0j,2+0j,-0.571372796211595-0.830941774655146j
-6.16+0j,2+0j,-0.545098456811446-0.797409699593374j
-6.14+0j,2+0j,-0.507907289532237-0.776540645795995j
-6.12+0j,2+0j,-0.465504742150948-0.771570431656268j
-6.1+0j,2+0j,-0.424404067177358-0.783292712204163j
-6.08+0j,2+0j,-0.390925408811892-0.809936188863971j
-6.06+0j,2+0j,-0.370224987953589-0.847435869562712j
-6.04+0j,2+0j,-0.365503377749498-0.890056265427644j
-6.02+0j,2+0j,-0.37751409310066-0.931270500380307j
-6+0j,2+0j,-0.404447437325952-0.964760271462178j
-5.98+0j,2+0j,-0.442206915670457-0.98538336109917j
-5.96+0j,2+0j,-0.485035404685313-0.989960686097552j
-5.94+0j,2+0j,-0.52639486689961-0.977762778417396j
-5.92+0j,2+0j,-0.559964861285455-0.950621779548176j
-5.9+0j,2+0j,-0.580607254058561-0.91265236992288j
-5.88+0j,2+0j,-0.585150027537603-0.86962475281576j
-5.86+0j,2+0j,-0.572870990310152-0.828085754609024j
-5.84+0j,2+0j,-0.545608170692446-0.794362248345003j
-5.82+0j,2+0j,-0.507480655811405-0.773598704934403j
-5.8+0j,2+0j,-0.464262908267903-0.768975130570273j
-5.78+0j,2+0j,-0.422508132786958-0.781223895776439j
-5.76+0j,2+0j,-0.38855412438109-0.808518306472896j
-5.74+0j,2+0j,-0.367562523068119-0.846749212088296j
-5.72+0j,2+0j,-0.362736961004586-0.890147109933179j
-5.7+0j,2+0j,-0.374838136983865-0.932155010561203j
-5.68+0j,2+0j,-0.402068639392453-0.966419646290859j
-5.66+0j,2+0j,-0.4403442755396-0.987751069103397j
-5.64+0j,2+0j,-0.483910269701028-0.992905855183155j
-5.62+0j,2+0j,-0.526208788053295-0.981076129747575j
-5.6+0j,2+0j,-0.560866633013898-0.954011278287549j
-5.58+0j,2+0j,-0.58265422355789-0.915754711483917j
-5.56+0j,2+0j,-0.588271717456929-0.872035997588535j
-5.54+0j,2+0j,-0.576844518005041-0.829410343769514j
-5.52+0j,2+0j,-0.550054375101126-0.794275065543498j
-5.5+0j,2+0j,-0.511887155848731-0.771910747319987j
-5.48+0j,2+0j,-0.468035844609955-0.765690654779737j
-5.46+0j,2+0j,-0.42504881430959-0.776576341473907j
-5.44+0j,2+0j,-0.389351217132956-0.802974238201327j
-5.42+0j,2+0j,-0.366285892163584-0.840973863434465j
-5.4+0j,2+0j,-0.359316809234642-0.884931288229915j
-5.38+0j,2+0j,-0.36951338036392-0.928310147357947j
-5.36+0j,2+0j,-0.395391763562-0.964654430069829j
-5.34+0j,2+0j,-0.433135934426791-0.988548102897186j
-5.32+0j,2+0j,-0.477164801468842-0.996419063002077j
-5.3+0j,2+0j,-0.520960400573705-0.987068512025977j
-5.28+0j,2+0j,-0.55803379559289-0.961847959552626j
-5.26+0j,2+0j,-0.582885355877933-0.924458519625023j
-5.24+0j,2+0j,-0.591817426827864-0.880403123366126j
-5.22+0j,2+0j,-0.583479734376283-0.83617344047189j
-5.2+0j,2+0j,-0.559067748662429-0.79829215207968j
-5.18+0j,2+0j,-0.522145687524955-0.772352088409717j
-5.16+0j,2+0j,-0.478121214704318-0.762193668765028j
-5.14+0j,2+0j,-0.433450006109698-0.769341197356044j
-5.12+0j,2+0j,-0.394687730856994-0.792780074447055j
-5.1+0j,2+0j,-0.367528913371495-0.829106640978075j
-5.08+0j,2+0j,-0.355973503919552-0.873027644470777j
